host_id,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_encoded,room_type_encoded
0.025013925855448337,0.0,0.0,0.0,0.0,0.10454545454545454,0.0
0.0153090194759657,0.0,0.05930807248764415,0.0,0.0,0.05454545454545454,0.0
0.010738914702825317,0.002002002002002002,0.08731466227347612,0.0,0.28493150684931506,0.01818181818181818,0.5
0.027203975665181623,0.002002002002002002,0.0049423393739703465,0.0,0.0,0.2545454545454545,0.0
0.021838001486408836,0.014014014014014014,0.0,0.0,0.016438356164383564,0.06818181818181818,0.5
0.07418662314067889,0.002002002002002002,0.0,0.0,0.0,0.05454545454545454,0.0
0.012695014150958443,0.001001001001001001,0.006589785831960461,0.0,0.13972602739726028,0.049999999999999996,0.5
0.05765120610092908,0.004004004004004004,0.011532125205930808,0.0,0.0,0.013636363636363636,0.5
0.11017064720756091,0.006006006006006006,0.0032948929159802307,0.0,0.0,0.20454545454545453,0.5
0.15076823277289977,0.001001001001001001,0.013179571663920923,0.0,0.5452054794520548,0.049999999999999996,0.5
0.8793943617623834,0.001001001001001001,0.018121911037891267,0.0,0.14794520547945206,0.39999999999999997,0.0
0.009782509497386937,0.0,0.0,0.0,0.0,0.06818181818181818,0.0
0.22378892083164165,0.029029029029029027,0.0032948929159802307,0.27607361963190186,0.6876712328767123,0.022727272727272728,0.5
0.37861306116832105,0.002002002002002002,0.05271828665568369,0.0,0.15342465753424658,0.09090909090909091,0.5
0.8943265351317878,0.004004004004004004,0.0032948929159802307,0.0,0.9287671232876712,0.022727272727272728,0.5
0.5721460398960881,0.0,0.19439868204283361,0.003067484662576687,0.21643835616438356,0.46818181818181814,0.5
0.22472859733038786,0.0,0.3196046128500824,0.003067484662576687,0.019178082191780823,0.09545454545454544,0.0
0.39163176431078617,0.029029029029029027,0.0,0.7085889570552147,0.4465753424657534,0.049999999999999996,0.5
0.013787177422625403,0.006006006006006006,0.0,0.0,0.0,0.8272727272727273,0.0
0.0910382196631566,0.08908908908908908,0.0,0.003067484662576687,0.24657534246575344,0.23636363636363636,0.5
0.6959760607067232,0.029029029029029027,0.013179571663920923,0.1411042944785276,0.9616438356164384,0.031818181818181815,0.0
0.04600628374551332,0.0,0.0,0.0,0.0,0.12727272727272726,0.5
0.04339750955890294,0.001001001001001001,0.013179571663920923,0.0,0.0,0.004545454545454545,0.0
0.7194262261391966,0.029029029029029027,0.0049423393739703465,0.006134969325153375,0.06301369863013699,0.05454545454545454,0.0
0.39163176431078617,0.029029029029029027,0.0,0.7085889570552147,0.2684931506849315,0.3227272727272727,0.5
0.0004934986701152081,0.001001001001001001,0.4843492586490939,0.006134969325153375,0.9205479452054794,0.013636363636363636,0.0
0.03457132506831694,0.001001001001001001,0.0032948929159802307,0.0,0.0,0.05454545454545454,0.5
0.12252853909524089,0.0,0.05930807248764415,0.009202453987730062,0.5753424657534246,0.09545454545454544,0.5
0.013114762883159244,0.001001001001001001,0.0049423393739703465,0.0,0.0,0.022727272727272728,0.0
0.11838984831065671,0.006006006006006006,0.07742998352553541,0.0,0.7972602739726028,0.07272727272727272,0.5
0.07402872660512333,0.001001001001001001,0.15485996705107083,0.0,0.2136986301369863,0.05454545454545454,0.5
0.8002199010184772,0.028028028028028028,0.0016474464579901153,1.0,0.9232876712328767,0.3227272727272727,0.5
0.0045322583070523306,0.002002002002002002,0.04942339373970346,0.0,0.9972602739726028,0.05454545454545454,0.5
0.5367006553960241,0.0,0.03459637561779242,0.0,0.06575342465753425,0.05454545454545454,0.0
0.5321936414328033,0.001001001001001001,0.0214168039538715,0.0,0.0136986301369863,0.09999999999999999,0.5
0.25560692096014176,0.05805805805805806,0.0,0.0,0.9808219178082191,0.03636363636363636,0.5
0.09052584515010131,0.006006006006006006,0.006589785831960461,0.0,0.0,0.10454545454545454,0.5
